以斯拉記
第一章
 	居魯士王的心靈蒙神喚醒下旨建殿
25	以色列人中的：帕歐的子孫中，有拉米、耶西雅、瑪基雅、米雅明、以利亞撒、瑪基雅和比拿雅。
26	以攔的子孫中，有瑪塔尼雅、撒迦利亞、耶希列、押狄、耶利摩和以利雅。
27	薩土的子孫中，有以利約奈、以利亞實、瑪塔尼雅、耶利摩、撒拔和亞西撒。
28	比拜的子孫中，有約哈楠、哈納尼雅、薩拜和亞勒。
29	巴尼的子孫中，有米書蘭、瑪鹿、亞達雅、雅述、示押和耶利摩。
30	巴哈摩押的子孫中，有阿底拿、基拉、比拿雅、瑪西雅、瑪塔尼雅、比撒列、賓內和瑪拿西。
31	哈琳的子孫中，有以利以謝、伊示雅、瑪基雅、示瑪雅、西緬、
32	便雅憫、瑪鹿和示瑪利雅。
33	哈順的子孫中，有瑪特奈、瑪達他、撒拔、以利法列、耶利買、瑪拿西和示每。
34	巴尼的子孫中，有瑪玳、安覽、烏益、
35	比拿雅、比底雅、基祿、
36	瓦尼雅、米利末、以利亞實、
37	瑪塔尼雅、瑪特奈、雅掃、
38	巴尼、賓內、示每、
39	示利米雅、拿單、亞達雅、
40	瑪拿底拜、沙賽、沙賴、
41	亞薩列、示利米雅、示瑪利雅、
42	沙龍、亞瑪利雅和約瑟。
43	尼波的子孫中，有耶利、瑪他提雅、撒拔、西比拿、雅玳、約珥和比拿雅。
44	所有這些人都娶了外族女子，其中一些生了兒女。
